time,username,message
7951,JAY3MS,me please
7957,JAY3MS,meee I’m tired of the ads bru
1363,JBTR3S,Its Type
1401,JBTR3S,mode nfl type exhibition
3268,JDooles,stfu
2004,JJZucco,noooooo
2011,JJZucco,trash idea
2015,JJZucco,garbage idea
2019,JJZucco,😔
2024,JJZucco,bad idea
2026,JJZucco,no
2180,JJZucco,yes
2223,JJZucco,him
427,JJ_Abes,Yes! SONG
1549,JJ_Abes,NOT KO
1553,JJ_Abes,NOT KONOT KO
1556,JJ_Abes,NO KO
1561,JJ_Abes,NOOO KO
1564,JJ_Abes,TYPE
1567,JJ_Abes,NOT KO TYPE
1583,JJ_Abes,YES
1590,JJ_Abes,YESSSS
1612,JJ_Abes,BANG
1912,JRC_____,KSI new song
2340,JRC_____,REACT TO KSI
2193,J_Nutz,no
2200,J_Nutz,ITS NOT
2234,J_Nutz,HE WORKS AT EA U DUMBFCKS
304,JaaayDaddyy,slide me one
2074,JacobD18,😔😔😔
2076,JacobD18,😔😔😔😔😔😔
2161,JacobD18,call someone for help
6870,Jah969,no aura
7217,Jah969,YES!!!!!
7230,Jah969,YES!!!!!
2152,Jannethegamer,😔😔😔😔😔😔
4038,Jannethegamer,WTF
4048,Jannethegamer,BRO WHAT
4737,Jannethegamer,SOLDD
4830,Jannethegamer,ass
5460,Jannethegamer,LCOHOLIC
6293,Jannethegamer,bro
6412,Jannethegamer,both sellin
6610,Jannethegamer,HAHAHA
6959,Jannethegamer,are you serious?
7215,Jannethegamer,refund
7241,Jannethegamer,U BETTA REFUND MY SHIT
7274,Jannethegamer,U BET REFUND RN
7323,Jannethegamer,REFUND U BOT
7341,Jannethegamer,TY
2015,JawzVA,FORCE THIS BRO
2024,JawzVA,2v2
430,JayMooniesTv,episod10Letitrippp
5879,JayTaylorGM,confident and assertive pissed bout somethig lmfao
1477,Jayd3n04,comp
140,JaydenSnipe,Yes! DECOR
145,JaydenSnipe,WEWW DECOR
161,JaydenSnipe,YES!! DECOR
179,JaydenSnipe,YES!! DECOR
203,JaydenSnipe,YES!! DAD
206,JaydenSnipe,Yes! DAD
210,JaydenSnipe,YES! DAD
311,JaydenSnipe,Yes! SCRIPT
316,JaydenSnipe,YES! SETUP
1247,JaydenSnipe,NFL NFL NFL NFL. FL
3034,Jdawgg1220,confident and assertive>chase
3114,Jdawgg1220,HOUSE CALL
3118,Jdawgg1220,LMAOOOO
3564,Jdawgg1220,bucs and Steelers ain’t leaving the first round of the playoffs
3647,Jdawgg1220,ASK confident and assertive ABOUT MCDONALDS
5154,Jdawgg1220,PLAY AGAINST VICK
6529,Jdawgg1220,ED REED AND RAY LEWIS
6544,Jdawgg1220,cap
6558,Jdawgg1220,sapp and brooks are dawgs tho
6585,Jdawgg1220,Lamar feeling mischievous
6597,Jdawgg1220,stevie wonder read
6617,Jdawgg1220,vick has broke everyone’s ankles don’t worry
6653,Jdawgg1220,Yes! Vick
6760,Jdawgg1220,yall sayin he fell off but you’re watching the stream 🥱
6824,Jdawgg1220,ask if they know stompn 🤣
8200,Jdawgg1220,tell him to see a fucking doctor
8234,Jdawgg1220,tell him to see a dr
8255,Jdawgg1220,get his ass to the doctor
8265,Jdawgg1220,sketch is too funny
8274,Jdawgg1220,tell him to see a doctor
8289,Jdawgg1220,are you serious?
8294,Jdawgg1220,get this dude to the er
8387,Jdawgg1220,yo vise can u shrink the cam a lil and move it up so we can see score? (if you’re in any desk)
8427,Jdawgg1220,we can’t see the score fatty
8442,Jdawgg1220,move cam fatty
8551,Jdawgg1220,dot
2221,JeromeMoment,Hes wrong
8388,JerryBarbados,tomato
4857,JerryDidrik,???????????
4861,JerryDidrik,NAHHHHHHHHH
4615,JhaseTV,This man cannot be serious
4746,JhaseTV,is this what it feels asking users to like for carson beck to watch film
4771,JhaseTV,WHY PASS
4843,JhaseTV,WHAT IS THAT
4849,JhaseTV,WHAT THE ACTUAL FUCK
4996,JhaseTV,Thats war with the germans?? winston churchill????
5158,JhaseTV,YEAH GLO
5223,JhaseTV,MNMS IN MY GARAGE
6274,JhaseTV,this feels low iq
6295,JhaseTV,GIVE EM A CHANCE MAN
479,JiimmyJohns,no one wants to see madden
2104,JiimmyJohns,jynxzi why you such in idiot
2116,JiimmyJohns,junko is an actual idiot
2129,JiimmyJohns,why are you an actual dumbass
2144,JiimmyJohns,junko you are an actual idiot
5167,JimmyJangler1,new coop elden ring game
427,JlBBOOM,game awards
444,JlBBOOM,didn’t you rage quit last night
449,JlBBOOM,don’t rage quit again
474,JlBBOOM,🍅🍅🍅🍅🍅
477,JlBBOOM,🍅🍅🍅
483,JlBBOOM,🍅🍅🍅🍅
511,JlBBOOM,ass
515,JlBBOOM,it gonna lose
528,JlBBOOM,i feel bad for sketch
553,JlBBOOM,fake news
589,JlBBOOM,lock in fataas
616,JlBBOOM,😔 bully
634,JlBBOOM,take that off
637,JlBBOOM,😔 team
642,JlBBOOM,worst team in the league
660,JlBBOOM,jynxziVapeBreak
665,JlBBOOM,coke break
676,JlBBOOM,game awards crying
682,JlBBOOM,john madden crying
719,JlBBOOM,😔 qb
1727,JlBBOOM,horny
1884,JlBBOOM,quiter
1891,JlBBOOM,😔 wuiter
2731,Jlvani,confident and assertive has so much aura
2909,Jlvani,yo what
3447,Jlvani,WTH
4046,Jlvani,WHAT
918,JobeDaGlobe,superstar ko
939,JobeDaGlobe,in quick play
944,JobeDaGlobe,quick play
958,JobeDaGlobe,ur so dumb
2020,JobeDaGlobe,😔😔😔😔😔😔
2033,JobeDaGlobe,NOOOOO
2037,JobeDaGlobe,NOOOO
1538,JoeFernandez7_,DUMBASS
1597,JoeFernandez7_,PAF
1634,JoeFernandez7_,DO NFL NOT SSKO
1639,JoeFernandez7_,MODE - NFL
1664,JoeFernandez7_,Yes! CHAT FRRRRR
1750,JoeFernandez7_,MIKE VICK USES THE PWORD
2063,JoeFernandez7_,no
2099,JoeFernandez7_,fuck you
2129,JoeFernandez7_,YES
2271,JoeFernandez7_,jfernandez2t
2285,JoeFernandez7_,inv jfernandez2t
2426,JoeFernandez7_,EA ARE SO SHIT
1990,Joel266,GAME AWARDS STARTTS NOW
645,JoelBrennan,can barely hear sketch
1361,JoelBrennan,you are dumb
1467,JoelBrennan,QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) ! QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) !
1740,JoelBrennan,cause we’re horny
3414,JoelBrennan,hahaha
7202,Johllux,showing respect
742,Jokesie,Hurry up i got 2 minutes left of my lunch break
450,Jonavyn,bo5
3793,Jonnyoglopez,better to bat that
2319,Jrock0nr6,bro is wasting Mike vikes time
7405,Jrock0nr6,are you playing the siege cup tommrow
8755,Jrock0nr6,cap
7096,Jrry002,HOLLY SHIT IT IS MIKE VICK
2058,JuicyRaxs,FUCK NO
1501,Junior026_,QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) !QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) !
49,JusFromTheBlock,Pre 😔
59,JusFromTheBlock,ocho my goat
65,JusFromTheBlock,we love ocho out here
69,JusFromTheBlock,Yes! vick
71,JusFromTheBlock,Yes! ocho
1068,Justyn_V,jynxziCharizard jynxziCharizard jynxziCharizard jynxziCharizard jynxziCharizard jynxziCharizard
1072,Justyn_V,jynxziCharizard
1074,Justyn_V,jynxziCharizard jynxziCharizard
46,JynxzisGenitalAcne,Nooo you're live
53,JynxzisGenitalAcne,mutted
84,JynxzisGenitalAcne,Get out
174,JynxzisGenitalAcne,How much they paying you
181,JynxzisGenitalAcne,How much they paying you?
210,JynxzisGenitalAcne,ITS SKETCH
227,JynxzisGenitalAcne,LEAKEDDDDDDDD
237,JynxzisGenitalAcne,............
240,JynxzisGenitalAcne,DIESOFCRINGE
289,JynxzisGenitalAcne,0/10 FARM
379,JynxzisGenitalAcne,wideGETOUT
416,JynxzisGenitalAcne,nothing
542,JynxzisGenitalAcne,RT
581,JynxzisGenitalAcne,RT 󠀀
729,JynxzisGenitalAcne,YES!
792,JynxzisGenitalAcne,no
859,JynxzisGenitalAcne,hivise not even here HAH
1756,JynxzisGenitalAcne,🍅 󠀀
1825,JynxzisGenitalAcne,get the pom poms out
1829,JynxzisGenitalAcne,peepoCheer
1839,JynxzisGenitalAcne,peepoCheer peepoCheer
1955,JynxzisGenitalAcne,🍅
1957,JynxzisGenitalAcne,LMAO
1961,JynxzisGenitalAcne,HAH
1963,JynxzisGenitalAcne,HAH 󠀀
2034,JynxzisGenitalAcne,🍅🍅🍅
2069,JynxzisGenitalAcne,talk tuah
3136,JynxzisGenitalAcne,jynxzi aim
3279,JynxzisGenitalAcne,u are not him
3531,JynxzisGenitalAcne,WHO
7668,JynxzisGenitalAcne,exposed
7704,JynxzisGenitalAcne,sketch dying
8074,JynxzisGenitalAcne,AYO
8188,JynxzisGenitalAcne,SAJ
8195,JynxzisGenitalAcne,OUT FOR THE SEASON SAJ
8473,JynxzisGenitalAcne,not me
8544,JynxzisGenitalAcne,YES! YES!
8701,JynxzisGenitalAcne,LMAO
8706,JynxzisGenitalAcne,shaking my head in disbelief
8718,JynxzisGenitalAcne,shaking my head in disbelief 󠀀
8738,JynxzisGenitalAcne,cap fat
8746,JynxzisGenitalAcne,Capping
8764,JynxzisGenitalAcne,proud of you for selling out to madden this stream <3
138,K1ngDRose,wspppp jizzzzy
1354,K1ngERXCH,BROOOOO
8074,K3zzud,when are clips
2022,K8bebean,google it dumbshit
2094,K8bebean,google it
2102,K8bebean,internet search
3450,K8bebean,assss
4721,K8bebean,YES!!
52,K9Tokyooo,part timer
72,K9Tokyooo,SplashTail
1089,KENDERMONKEY,stinky
2574,KENDERMONKEY,vape break you mean
949,KEV_STARZ,Quick play
1013,KEV_STARZ,KSIII
1074,KEV_STARZ,YOU SMELL L8KE SHIT MY BOY
1334,KEV_STARZ,THICK OF IT REMIXXXXX - KSI
2141,KEV_STARZ,Yes
3312,KEV_STARZ,😔 ads
3383,KEV_STARZ,Your ass
1453,KOwater,YOU HAD IT
1478,KOwater,2v2 WITH NFL SETTINGS ON SUPERSTAR KO BRO
1501,KOwater,QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) ! QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) PLEASE BRO
1567,KOwater,CHANGE TYPE TO EXHIBITION BRO ASKING BUT NOT READING
1625,KOwater,TURN IT TO NFL MY GOD
3428,KTstrmz_,r1
1232,K_2_Shiesty,change the type you dumbass
1254,K_2_Shiesty,TYPE NOT MODE
1271,K_2_Shiesty,combines iq of 1
1360,K_2_Shiesty,HIVISE CALL THIS FUCKER
1474,K_2_Shiesty,sim
1566,K_2_Shiesty,CHANGE TO PAF
1590,K_2_Shiesty,PAF
1620,K_2_Shiesty,NFL
1666,K_2_Shiesty,YOU GUYS ARE DUMB AS ROCKS
2177,K_2_Shiesty,swear
2201,K_2_Shiesty,if you have them added yes
2220,K_2_Shiesty,WHAT
2223,K_2_Shiesty,HES WRONG
2354,K_2_Shiesty,EA JUST FOUND OUT THIS WORKEDcrying hard
2580,K_2_Shiesty,that’s confident and assertive
2593,K_2_Shiesty,ochocinco
4260,KaijuJax,yo
979,Karlikovyy,Bo3
1630,Karlikovyy,MODEEEE DUMBASS
1637,Karlikovyy,SET THIS FU KING NFL
1988,Karlikovyy,Why tf it keep searching
426,KasChUs158,BANNN THAT GUY
606,KasChUs158,Yes! SKETCH laughing uncontrollablylaughing uncontrollablylaughing uncontrollably
626,KasChUs158,SKETCH IN THE BACKGROUND laughing uncontrollablylaughing uncontrollablylaughing uncontrollably
881,KasChUs158,"“I KNOW MORE ABOUT MADDEN THAN YOU, HOW DO I INVITE PEOPLE” crying hardlaughing uncontrollably🤦🏼‍♂️"
929,KasualFlex,quick play custom game pick teams and side inv players
1056,KasualFlex,stinky jynxzi
1641,KasualFlex,TEXT EACH OTHER
1877,KasualFlex,the bucs are trash
1890,KasualFlex,sold sold sold
1892,KasualFlex,sold
1894,KasualFlex,sold s
1903,KasualFlex,buccs ass bro
1917,KasualFlex,junko SOLD lmao
1653,Kayflexxx,are you serious?
2021,Kayflexxx,noo
2024,Kayflexxx,😔
2027,Kayflexxx,nooooo
2032,Kayflexxx,noooo
2043,Kayflexxx,no
2045,Kayflexxx,nooo
6604,Kbatt215,HE DID YOU DIRTY
6611,Kbatt215,CRAZY WORKKK
6620,Kbatt215,GAVE HIM CRAZY WORKK
101,KelbTavious,jynxziFAT jynxziFAT jynxziFAT
4618,Keppanator,😔😔😔😔😔😔
4707,Keppanator,YES!!!!!
494,KervMoeFoe,Yes!
504,KervMoeFoe,PLAY BALLL
4408,KevGeiGuys,Yes!
220,Khost2smooth,😔 script
256,Khost2smooth,HIVISEE
75,Kille_vc,fattty
84,Kille_vc,pay me fat
127,Kille_vc,fat 77777
342,Kille_vc,😔😔
287,KilluaIF,Yes! vise
467,KilluaIF,song kinda good
508,Kiltiee2,fortnite quitter
546,Kiltiee2,pre rcorded
615,Kiltiee2,sketch extremely awkward and that’s suspicious
1337,KingAcidical,HIVISE CALL HIM
1406,KingAcidical,TYPE; EXIBITION
1412,KingAcidical,CHANGE THE TYPE
1458,KingAcidical,GO BACK AND CHANGE TYPE TO EXIBITION
4453,KingAcidical,run the ball no?
4497,KingAcidical,run the ball dumb bum
4599,KingAcidical,you threw
5543,KingAcidical,ocho dont even wanna be there XXDXDXD
5250,KingCrusade1,I remember when bro had asking users to like 70k viewers
2001,KingNateR6,no
2011,KingNateR6,nooo
2099,KingNateR6,😔
2611,KingNateR6,no coms
2952,KingNateR6,dont yell riccifOMG
4480,KingNateR6,😔 ads
5016,KingNateR6,lost respect
6098,KingNateR6,view drop bc of ads and vibes
6687,KingNateR6,my entertainment is readin yall chatslaughing uncontrollably
6927,KingTonyBatts,Caseoh on
7235,KingTonyBatts,EAAAAAAAAAAAAAAAAAAAA
7252,KingTonyBatts,EA GAMES AT IT AGAIN
4221,KingTronicles,cover 3 match 🤣🤣🤣
7649,King_Luc24,facecam blocking score
7974,King_flores124,me
7979,King_flores124,meeeeeeee
7983,King_flores124,meeeee
8513,King_flores124,meeeeeeeee
8521,King_flores124,meeeeeee
318,Kingsofwater,😔 vaper
8284,Kingsofwater,14k viewers ccrazy fall off
8758,Kingsofwater,😔 PAR TTIMERR
8760,Kingsofwater,😔😔 PART TIMERRR
8762,Kingsofwater,😔 PART TIMERRR
8765,Kingsofwater,😔 PART TIMERRRR
8767,Kingsofwater,😔 PART TIMERRRRR
8770,Kingsofwater,😔 PART TIMERRRRRRR
8772,Kingsofwater,😔 PART TIMERRRRRR
8778,Kingsofwater,😔 PART TIMERRRRLLLL
1050,KingxKylex27,That's so long
1372,KingxKylex27,GOOGLE 4 HEAD
1650,KingxKylex27,Make it 🤦
6298,KingxKylex27,So lucky
6572,KingxKylex27,Josh Allen
6966,KingxKylex27,jynxziBadAim jynxziBadAim jynxziBadAim jynxziBadAim jynxziBadAim jynxziBadAim jynxziBadAim jynxziBadAim jynxziBadAim jynxziBadAim jynxziBadAim jynxziBadAim
7043,KingxKylex27,They're asking users to like why we gotta play with these morons
7219,KingxKylex27,Yes! WINB
7225,KingxKylex27,Yes! win
7266,KingxKylex27,You had 2 D TDS
7498,KingxKylex27,You have to dumbass
7522,KingxKylex27,You can't do an onside kick anytime now... don't know ball
306,Kjunior2468,Lmaoooo
2183,Kjunior2468,yes
6157,Kjunior2468,omg
2017,KoBMistakez,jynxziBadAim
2020,KoBMistakez,jynxziBadAim jynxziBadAim jynxziBadAim jynxziBadAim jynxziBadAim jynxziBadAim
246,Kobegoatt,PRIMBY
386,Kolip1111,clip farming bro
982,Koxzu_r6,Noooo
2154,Koxzu_r6,MUT SQAUDS
2160,Koxzu_r6,MUT SQUADS
2226,Koxzu_r6,MUTTTT SQUADS
822,Krujah21,Why did I get timed out
890,Krujah21,online head to head
905,Krujah21,Quick play
923,Krujah21,hey
928,Krujah21,h2h
970,Krujah21,6 min quarters
981,Krujah21,6 min
986,Krujah21,7 too long
1129,Krujah21,yes
1133,Krujah21,superstar Jo
1196,Krujah21,not KO
1223,Krujah21,for the type
1228,Krujah21,not ko for the type
1234,Krujah21,type not ko
1248,Krujah21,NFL then not KO
1279,Krujah21,not ko type
1326,Krujah21,change type to exhibition
1329,Krujah21,its under nfl
1351,Krujah21,super star ko
1358,Krujah21,no
1364,Krujah21,I can walk you through it
1378,Krujah21,i play madden 24/7 let me help
1409,Krujah21,this is wrong
1435,Krujah21,1v1
1468,Krujah21,quick play > superstar ko> 2v2> type exhibition
1477,Krujah21,competitive
1511,Krujah21,its in chat
1540,Krujah21,change type
1615,Krujah21,nfl
1624,Krujah21,mode
1626,Krujah21,change more
2015,Krujah21,teams
7222,Kurizey,That's a 😔
7306,Kurizey,Lmfao you suck
1076,Kwollyx26_,jynxzi smells asking users to like shit.
1821,Kwollyx26_,dan campbell is the best
2226,Kwollyx26_,hes wrong
2290,Kwollyx26_,just google it just google it just google itjust google itjust google it
2457,Kwollyx26_,😔 EA 😔 EA 😔 EA 😔 EA 😔 EA 😔 EA 😔 EA
2458,Kwollyx26_,😔 EA
2485,Kwollyx26_,fuck 1v1 tourney
3542,Kwollyx26_,he said WHOOOO? LMAOOOOOOO
3609,Kwollyx26_,"😔 SKETCH, VICK WAS THE BEST"
473,KxngDom02,nobody said that
2112,L9theLAZAR,😔😔😔😔😔😔
2113,L9theLAZAR,😔😔😔
2116,L9theLAZAR,STREAM IS SO BUNNNS
520,LAYZChampion,sketch is winning
697,LMHcuhhh,where the drops at
276,LTBadger76,is that airack
314,LTBadger76,airrack
2187,LaZaRBrainS,YESSSSSS
2191,LaZaRBrainS,YESSSS
2194,LaZaRBrainS,YESSS
258,Lamchops02,REALLLLLLL REALLLL
260,Lamchops02,REALLLLLLL
263,Lamchops02,rellllllll
266,Lamchops02,yeah u did order
272,Lamchops02,budddddyyyyy
318,Lamchops02,loooooool
931,Lamchops02,head to head
938,Lamchops02,brooo head to headdddd
941,Lamchops02,HEAD TO HEADDDDDD
946,Lamchops02,HEADDD TO HEADDDDDDDD
956,Lamchops02,HEAD TOOOOOO HEADDDDDDDDDD
960,Lamchops02,BROOOOOOOOO
963,Lamchops02,HEAD TO HEADDDD
971,Lamchops02,HEAD TO HEADDDDDDDDD
1064,Lamchops02,head to head quick play
1076,Lamchops02,HEAD 2 HEAD
1079,Lamchops02,please brooooooo
1081,Lamchops02,its that man
1083,Lamchops02,dont trip
1087,Lamchops02,HEAD TO HEAD
1089,Lamchops02,CHEESE
2503,Lamchops02,alriiiii
2617,Lamchops02,loooool
2621,Lamchops02,YES!!!!!
3760,Lamchops02,loooooooool
3765,Lamchops02,im deaddddddddd
3766,Lamchops02,dfkmmmmm
6720,Lamchops02,chilllll
6723,Lamchops02,guuys
6746,Lamchops02,ong
6763,Lamchops02,he does get this many usually to
6765,Lamchops02,hahhahhhaha
6769,Lamchops02,yalll in the stream tho
6770,Lamchops02,so 😔
6777,Lamchops02,why yall doun this
7184,Lamchops02,😔 chat
1555,LandanW15,not ko
1562,LandanW15,not ko..
1088,LanekillaMJ,Jynxi smells asking users to like shit
1106,LanekillaMJ,Jynxi is a smelly boy
447,Laqnnnn,14k in 8 mins? fell off shaking my head in disbelief
588,Laqnnnn,we need the hivise troll to come through
880,Laqnnnn,superstar Ko
894,Laqnnnn,SUPERSTARKO
951,Laqnnnn,NOOOO
1052,Laqnnnn,STINKY
1162,Laqnnnn,😔 ADS
1387,Laqnnnn,QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) ! QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) !
1571,Laqnnnn,PAF NOT H2H
1593,Laqnnnn,NOW PAF
3650,LarsBarzzz,how is confident and assertive so bad 😅
7190,Lawalty,Yes! ads
7472,Lawalty,prediction?
2590,Leo_Zambri,🍅🍅🍅🍅🍅🍅🍅
2597,Leo_Zambri,🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅
2606,Leo_Zambri,🍅 (extreme repetition)
7938,Leo_Zambri,me
7947,Leo_Zambri,me\
8123,Leo_Zambri,boooooooo
8748,Leo_Zambri,cap
7228,Leon___99,😔 ea
1488,Leto__11,QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) ! QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) !
3358,Levi3253,bro I’ve watched 3 min of the game and 15 min of ads
127,Lewtheshoe7,😔 STREAMER
139,Lewtheshoe7,**** THE DOG KILLER
159,Lewtheshoe7,MOD ME
178,Lewtheshoe7,**** EA SPORTS
1768,Liamj889,😔😔😔
1773,Liamj889,😔😔😔
3074,LichSynthetiq,stfu man
3121,LichSynthetiq,bro actin asking users to like he cares for the ad lmao
8765,LilChano_,ayo
637,LilMooch22,jynxziRAHHH jynxziRAHHH jynxziRAHHH jynxziRAHHH
7944,LittleGStreams,Me
2221,LittleJammer24,Cap
92,LiveCameraGD,Bro hell nah
235,LiveCameraGD,Yes! script
3502,LizardGenius,so awkward Yes! no game audio
451,LoadedPotuwa,1-10
1050,LoadedPotuwa,STINKY
1065,LoadedPotuwa,STINKY JINKY
1557,LoadedPotuwa,change the fucking type
1634,LoadedPotuwa,mode nfl
1638,LoadedPotuwa,change mode nfl
1661,LoadedPotuwa,holy fuck laughing uncontrollably
2005,LoadedPotuwa,Wack
5420,LoadedPotuwa,retard
6604,LoadedPotuwa,SLAMMED
6611,LoadedPotuwa,FUCKED ON
6883,LoadedPotuwa,ouch
7003,LoadedPotuwa,cap
7233,LoadedPotuwa,what happen
7260,LoadedPotuwa,LMAO
7282,LoadedPotuwa,paise
7285,LoadedPotuwa,…….
7294,LoadedPotuwa,Yes! stream
7320,LoadedPotuwa,PAY UP
7344,LoadedPotuwa,4🍅
7358,LoadedPotuwa,4🍅4🍅4🍅
7470,LoadedPotuwa,sketch wins
7559,LoadedPotuwa,hawk koin
7572,LoadedPotuwa,LOW TAPER FADE
7755,LoadedPotuwa,🤢🤢🤢
7839,LoadedPotuwa,SLAMMED
7844,LoadedPotuwa,SHITTED ON
7879,LoadedPotuwa,NO WAY
7892,LoadedPotuwa,HOLY FUCK
7906,LoadedPotuwa,LOW TAPER FAADDEEEE
7939,LoadedPotuwa,me
7943,LoadedPotuwa,me me me
8024,LoadedPotuwa,wish fatty didn’t cover the score
8066,LoadedPotuwa,I got a glimpse of the score laughing uncontrollably
8089,LoadedPotuwa,WOAH
8127,LoadedPotuwa,we know
8170,LoadedPotuwa,buddy is looking for an excuse to end 🙃
8214,LoadedPotuwa,Rip Sketch
8228,LoadedPotuwa,it’s asking users to like he’s still with us hoping for good outcome🏼
8293,LoadedPotuwa,it’s the weeeeeed
8302,LoadedPotuwa,LMAO
916,LordEmperorArtair,Mod everyone
2188,LordEmperorArtair,😔 Sponsored
3004,LordEmperorArtair,😔
7943,LordEmperorArtair,me
926,Lord__Jr,LMAO
1023,Lord__Jr,its not
1089,Lord__Jr,USE YOUTUBEexcited but also confused!excited but also confused!
1437,Lord__Jr,head 2 head is 1V1
1489,Lord__Jr,still in 1v1
1493,Lord__Jr,emilyccSleeper
1559,Lord__Jr,chaange TYPE
1574,Lord__Jr,chaange TYPE 󠀀
1597,Lord__Jr,now right STICK
1603,Lord__Jr,cancel
1633,Lord__Jr,NFL
1657,Lord__Jr,u are leader
1661,Lord__Jr,so u do password
1716,Lord__Jr,he is IN
1721,Lord__Jr,cuz u are in a party
4998,LostOneKWX,foxiiXMASBIRB foxiiXMASBIRB foxiiXMASBIRB foxiiXMASBIRB foxiiXMASBIRB
3138,Lubby_Bubby,LMAOOOOOOOOOOO\
8753,LuffyDaPirate,😔
442,M1llsyR6,nobody wanted that
2485,M1llsyR6,BOO EA
2499,M1llsyR6,REVERSE AD
7249,M1llsyR6,Lea
1140,M2Gamin,QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) ! QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) !.
1168,M2TRUE,JYNXZI LOVES MADDEN SHLONG UP HIS ASS
1200,M2TRUE,ayooo
2003,M3atWadd,no
2029,M3atWadd,nooo
2565,MACH1_G,Chat you guys are toxic AF lmao chilll tf out
1268,MATTYLAZERS,"MODE NFL, TYPE EXHIBITION"
1347,MATTYLAZERS,no
1349,MATTYLAZERS,wrong
1417,MATTYLAZERS,you are on the right screen
1454,MATTYLAZERS,"superstar KO -> MODE NFL, TYPE EXHIBITION"
1585,MATTYLAZERS,boom
1620,MATTYLAZERS,nfl
1648,MATTYLAZERS,yay
1739,MATTYLAZERS,they enter it
2127,MATTYLAZERS,see ya
2136,MATTYLAZERS,yes
2143,MATTYLAZERS,ur dumb
2147,MATTYLAZERS,this is not good
2175,MATTYLAZERS,wetawded
2221,MATTYLAZERS,cap
1234,MILLER_LITE_66,google is a thing
1237,MILLER_LITE_66,google it
7191,MILLIEYUNZ,Yo I want a jet ski too
6607,MJBryant_007,jynxziVapeBreak
117,MRTEKDATRISK,D1 OD'ER
140,MRTEKDATRISK,Bro takes one puff and gets straight to actin uplaughing so hard it hurts☠️
276,MRTEKDATRISK,😔 script☻️
291,MRTEKDATRISK,Uno what fuck it Yes! script
296,MRTEKDATRISK,Yes! script
326,MRTEKDATRISK,FortHype FortHype FortHype FortHype FortHype FortHype
330,MRTEKDATRISK,FortHype FortHype FortHype FortHype FortHype FortHype FortHype FortHype
398,MRTEKDATRISK,D1 tweaker
426,MRTEKDATRISK,Yes!
8466,MXmck25,how u losin sketchs neck is broken
8501,MXmck25,MEEEE
2528,MadAntho,😔 stream
3047,MadAntho,montreal allouette legends
1213,Madebzjr,take it off KO mode
1234,Madebzjr,typeeee
1277,Madebzjr,vise call his dumbass
1436,Madebzjr,muted
1472,Madebzjr,QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) ! QUICK PLAY > SUPERSTAR KO > 2v2 NFL TEAMS (everyone copy and paste !) PLEASE BRO
1493,Madebzjr,fat
1541,Madebzjr,ok
1595,Madebzjr,yesss
243,MagicRex,Yes! vise
4921,MagnumD420,im leaving lmao this is weird af
1239,Malo_5_7,no way I joined got 2 ads finished the two ads then started 5 more
1052,Maniac0_1,STINKY
152,Maniac_Melootzoe,Yes!
558,Marrskiii_,SeemsGood1
923,Marrskiii_,superstar ko
3655,Marsh_Deez,wag
3738,Marsh_Deez,bro cough asking users to like a I pad kid
294,Marty10_0,😔 clip
301,Marty10_0,Yes! script
2641,Marty10_0,🍅🍅🍅🍅🍅🍅
2686,Marty10_0,vike
3091,Marty10_0,h
4731,MasonMogren1104,hold x to dive
7847,MasterSensei__,YES!!
7853,MasterSensei__,YES!!!!!
3086,MatthewCorrea626,asss
2010,Matthewfeely,no do 2v2
6965,MattyGa1axy,no power
1202,McKifen,NOT KO
1414,McKifen,you two are both useless
1627,McKifen,NFLLLLLKK
3360,McMorxls,😔😔😔
3365,McMorxls,😔
8479,MeanLoss,zaddy
8593,MeanLoss,dumb and dumberlaughing uncontrollablylaughing uncontrollablylaughing uncontrollably
356,MedicSly,Undeserved win
407,MedicSly,Yes! GOONER
1062,MedicSly,JYNXZI SMELLS
2095,MedicSly,Go back to fortnite!
2401,MedicSly,😔 unprepared
7309,MedicSly,WHO EVEN ARE THOSE PEOPLE
7339,MedicSly,BOOOOOO
7344,MedicSly,YOU SUCK
7353,MedicSly,😔 HYVISE
7494,MedicSly,PLAY A REAL MANS GAME
8773,MedicSly,TERRIBLE ASS STREAM
7982,MeekCarrot,yo
232,Meggsie237,d
